title,industry
Alliant Techsystems Inc,Aerospace
Alliant Techsystems Inc,Defense Industry
Alliant Techsystems Inc,Defense
Alliant Defense Electronics Systems Inc,Space Industry<Br/>Aerospace Industry<Br/>Defense Industry
Alliance Systems Inc,Financial Services
Alliance Laundry Systems Llc,Self-Service Laundry
"Allergan, Inc.",Eye Care
"Allergan, Inc.",Neurosciences
"Allergan, Inc.",Medical Dermatology
"Allergan, Inc.",Medical Aesthetics
"Allergan, Inc.",Breast Enhancement
"Allergan, Inc.",Obesity Intervention And Urologics
Allen Bradley Co Llc,Banking
Alios Biopharma Inc,Unbulleted List
Alios Biopharma Inc,Pharmaceutical Industry
Alios Biopharma Inc,Pharmaceutical
Alios Biopharma Inc,Medical Technology
Alios Biopharma Inc,Consumer Products
Alios Biopharma Inc,Consumer Healthcare
Align Technology Inc,Orthodontics Devices
Alibaba Group Services Ltd,Technology Company
Alibaba Group Services Limited,Technology Company
Alibaba Group Holding Ltd,Technology Company
"Alexion Pharmaceutical, Inc.",Pharmaceutical Industry
"Alert Enterprise, Inc.",Internet
Alert Enterprise Inc,Internet
Aleris Aluminum Koblenz Gmbh,Manufacturing
Alere San Diego Inc,Health Care Diagnostics
Alere Medical Inc,Health Care Diagnostics
Alere Inc,Health Care Diagnostics
Alenia Aeronautica Spa,Aerospace And Arms Industry
Alenia Aeronautica Spa,Defence
Alcoa Inc.,Non-Ferrous Metal
Alcoa Inc.,Metals
Alcoa Inc,Non-Ferrous Metal
Alcoa Inc,Metals
Alcatel-Lucent,Nowrap
Alcatel-Lucent,Telecommunications Equipment
Alcatel-Lucent,Networking Equipment
Alcatel Sa,Telecommunications Equipment
Alcatel Lucent Sas,Telecommunication
Alcatel Lucent Nv,Nowrap
Alcatel Lucent Nv,Telecommunications Equipment
Alcatel Lucent Nv,Networking Equipment
Alcatel Lucent,Nowrap
Alcatel Lucent,Telecommunications Equipment
Alcatel Lucent,Networking Equipment
Alcatel Cit Sa,Nowrap
Alcatel Cit Sa,Telecommunications Equipment
Alcatel Cit Sa,Networking Equipment
Albemarle Corporation,Chemical Industry
Albany Molecular Research Inc,Pharmaceuticals
Albany International Corp,Industrial Goods
Albany Engineered Composites,Industrial Goods
Alaxala Networks Corp,Networking Hardware
Alarm Com Inc,Security Systems
Alarm Com Inc,Remote Monitoring
Alarm Com Inc,Home Automation
Alarm Com Inc,Energy Management
Alaris Inc,Photography
Alaris Inc,Digital Imaging
Alan John Cobham K B E,Aerospace
Alan John Cobham K B E,Defense (Military)
Alan John Cobham K B E,Defence
Alain Thales,Aerospace
Alain Thales,Arms Industry
Alain Thales,Defence
Alain Thales,Transport
Alain Thales,Security
Alain Thales,Electronics
Aladdin Knowledge Systems Ltd,Security Software & Services
Akzo Nobel Nv,Chemical Industry
Akzo Nobel Nv,Chemicals
Akzo Nobel N.V.,Chemical Industry
Akzo Nobel N.V.,Chemicals
Aker Engineering And Technology As,Oilfield Services Subsea (Technology) Engineering
Akamai Technologies Inc,Ubl
Akamai Technologies Inc,Internet
Akamai Technologies Inc,Cloud Computing
Ajc Innovations Llc,Fiber Optics Development
Aisin Seiki Co Ltd,Automotive
Aisin Aw Co Ltd,Automotive
"Airdefense, Inc.",Networking Hardware
Airbus Sas,Aerospace Manufacturer
Airbus Sas,Aerospace
Airbus Sas,Arms Industry
Airbus Sas,Defence
Airbus Operations Gmbh,Aerospace Manufacturer
Airbus Operations Gmbh,Aerospace
Airbus Operations Gmbh,Arms Industry
Airbus Operations Gmbh,Defence
Airbus Helicopters Sas,Aerospace Manufacturer
Airbus Helicopters Sas,Aerospace
Airbus Helicopters Deutschland Gmbh,Aerospace Manufacturer
Airbus Helicopters Deutschland Gmbh,Aerospace
Airbus Helicopters Deutschland Gmbh,Arms Industry
Airbus Helicopters Deutschland Gmbh,Defence
Airbus Group Sas,Aviation
Airbus Group Ltd,Aerospace Manufacturer
Airbus Group Ltd,Aerospace
Airbus Group Ltd,Arms Industry
Airbus Group Ltd,Defence
Airbus France,Aerospace Manufacturer
Airbus France,Aerospace
Airbus France,Arms Industry
Airbus France,Defence
Airbus Defence And Space Sas,Unbulleted List
Airbus Defence And Space Sas,Aerospace Manufacturer
Airbus Defence And Space Sas,Aerospace
Airbus Defence And Space Sas,Arms Industry
Airbus Defence And Space Sas,Defence
Airbus Defence And Space Sa,Unbulleted List
Airbus Defence And Space Sa,Aerospace Manufacturer
Airbus Defence And Space Sa,Aerospace
Airbus Defence And Space Sa,Arms Industry
Airbus Defence And Space Sa,Defence
Airbus Defence And Space Ltd,Unbulleted List
Airbus Defence And Space Ltd,Aerospace Manufacturer
Airbus Defence And Space Ltd,Aerospace
Airbus Defence And Space Ltd,Arms Industry
Airbus Defence And Space Ltd,Defence
Airbus Defence And Space Gmbh,Unbulleted List
Airbus Defence And Space Gmbh,Aerospace Manufacturer
Airbus Defence And Space Gmbh,Aerospace
Airbus Defence And Space Gmbh,Arms Industry
Airbus Defence And Space Gmbh,Defence
Airbus Ds Sas,Unbulleted List
Airbus Ds Sas,Aerospace Manufacturer
Airbus Ds Sas,Aerospace
Airbus Ds Sas,Arms Industry
Airbus Ds Sas,Defence
Airbus Cybersecurity Sas,Unbulleted List
Airbus Cybersecurity Sas,Aerospace Manufacturer
Airbus Cybersecurity Sas,Aerospace
Airbus Cybersecurity Sas,Arms Industry
Airbus Cybersecurity Sas,Defence
Airbus,Aerospace Manufacturer
Airbus,Aerospace
Airbus,Arms Industry
Airbus,Defence
Airbiquity Inc,Automotive Telematics: Connected Vehicle Services
Air Products And Chemicals Inc,Industrial Gas
Air Products And Chemicals Inc,Chemicals
Air Liquide Welding France,Chemical Industry
Air Liquide Welding France,Chemicals
Air Liquide Welding France,Health Care
Air Liquide Welding France,Engineering
Air Liquide Sa,Chemical Industry
Air Liquide Sa,Chemicals
Air Liquide Sa,Health Care
Air Liquide Sa,Engineering
Air Liquide,Chemical Industry
Air Liquide,Chemicals
Air Liquide,Health Care
Air Liquide,Engineering
Ailive Inc,Computer Software
Ai Rider Corp,Virtual Youtuber Agency
Ahrma Holding B V,Automotive Industry
Ahrma Holding B V,Automotive
Agustawestland Spa,Ubl
Agustawestland Spa,Aerospace Industry
Agustawestland Spa,Arms Industry
Agustawestland Spa,Defence Industry
Agustawestland Spa,Space Industry
Agusta Spa,Automotive
Agilent Technologies Inc,Unbulleted List
Agilent Technologies Inc,Healthcare Equipment And Services
Agfa Gevaert Ag,Imaging And It Company
Agensys Inc,Biotechnology
Agensys Inc,Pharmaceutical
Afiniti Ltd,Software Development
Aerovironment Inc.,Aerospace Industry
Aerovironment Inc.,Energy Industry
Aerovironment Inc,Aerospace Industry
Aerovironment Inc,Energy Industry
Aerospace Display Systems,Aerospace And Industrial
Aerospace Corp,Semiconductor Equipment & Materials
Aerojet Rocketdyne Inc,Aerospace And Defense Industry
Aerojet Rocketdyne Inc,Defense
Aeroflex Inc,Wireless Test And Measurement
Aeroflex Inc,Hi-Rel Semiconductors
Aerobotic Innovations Llc,Semiconductors
Aerobotic Innovations Llc,Unmanned Aerial Vehicle
Aerobotic Innovations Llc,Unmanned Aerial Systems
Aernnova Engineering Division Sa,Engineering
Aerial Enforcement Solutions Llc,Military Contractor
Aerial Enforcement Solutions Llc,Service-Focused
Aecom Technical Services Inc,Unbulleted List
Aecom Technical Services Inc,Architecture
Aecom Technical Services Inc,Urban Planning
Aecom Technical Services Inc,Engineering
Aecom Technical Services Inc,Construction
Aecom,Unbulleted List
Aecom,Architecture
Aecom,Urban Planning
Aecom,Engineering
Aecom,Construction
Advent Solar Inc,Construction
Advent Solar Inc,Heavy Construction Engineering Project Management
Advent Networks Inc,Computer Software
Advantage Diagnostics Corp,Health Care
Advanced Technology Consulting Inc,Professional Services
Advanced Micro Devices Inc,Unbulleted List
Advanced Micro Devices Inc,Semiconductors
Advanced Micro Devices Inc,Artificial Intelligence
Advanced Micro Devices Inc,Gpus
Advanced Micro Devices Inc,Graphics Cards
Advanced Micro Devices Inc,Consumer Electronics
Advanced Micro Devices Inc,Video Game Industry
Advanced Micro Devices Inc,Video Games
Advanced Micro Devices Inc,Computer Hardware
"Advanced Health Care Products, Inc.",Managed Care
"Advanced Health Care Products, Inc.",Managed Healthcare Insurance
Advanced Elemental Technologies Inc,Unbulleted List
Advanced Elemental Technologies Inc,Semiconductors
Advanced Elemental Technologies Inc,Artificial Intelligence
Advanced Elemental Technologies Inc,Gpus
Advanced Elemental Technologies Inc,Graphics Cards
Advanced Elemental Technologies Inc,Consumer Electronics
Advanced Elemental Technologies Inc,Video Game Industry
Advanced Elemental Technologies Inc,Video Games
Advanced Elemental Technologies Inc,Computer Hardware
Advanced Digital Broadcast Sa,Television
Advanced Digital Broadcast Sa,Telecommunications
Advanced Digital Broadcast Sa,Pay-Tv
Advanced Digital Broadcast Sa,Broadband
Advanced Data Controls Corp,Supercomputing
Advanced Ceramics Research Inc,Technical Ceramics For Semiconductor
Advanced Ceramics Research Inc,Automotive
Advanced Ceramics Research Inc,Medical
Advanced Ceramics Research Inc,Oil And Gas And Many Other Industries
Advanced Ceramics Corp,Technical Ceramics For Semiconductor
Advanced Ceramics Corp,Automotive
Advanced Ceramics Corp,Medical
Advanced Ceramics Corp,Oil And Gas And Many Other Industries
"Advanced Cell Technology, Inc.",Biotechnology
Advanced Alloy Holdings Pty Ltd,Precious Metal Services
Advanced Aerospace Technologies Inc,Aerospace Engineering
Advanced Aerospace Technologies Inc,Aerospace
Advanced Aerospace Technologies Inc,Defense (Military)
Advanced Aerospace Technologies Inc,Defense
Advance Design Corp,Automotive Industry
Adtran Inc,Communication Equipment
Adobe Inc,Software
Adidas Ag,Textile Industry
Adidas Ag,Textile
Adidas Ag,Footwear#Footwear Industry
Adidas Ag,Footwear
Adesa Inc,Automotive
Ademco Inc,Conglomerate (Company)
Ademco Inc,Conglomerate
"Adc Telecommunications, Inc.",Telecommunication
"Adc Telecommunications, Inc.",Communications Services
Adc Telecommunications Inc,Telecommunication
Adc Telecommunications Inc,Communications Services
"Adc Mobile Systems, Inc.",Unbulleted List
"Adc Mobile Systems, Inc.",Cloud Computing
"Adc Mobile Systems, Inc.",Virtualization
"Adc Mobile Systems, Inc.",Computer Software
Adaptive Spectrum And Signal Alignment Inc,Communication Equipment
Adaptive Intelligent Systems Llc,Automotive
Adapt Network Security Llc,Network Security And Authentication
Adani Systems Inc,Conglomerate (Company)
Adani Systems Inc,Conglomerate
Adams Russell Electronics Co Inc,Sports Equipment
Adam Opel Ag,Automotive Industry
Adam Opel Ag,Automotive
Actuant Corp,Conglomerate (Company)
Actuant Corp,Conglomerate
Acto Technologies Inc,Pharmaceutical Company
Acto Technologies Inc,Pharmaceuticals
Activision Publishing Inc,Video Game Industry
Activision Publishing Inc,Video Games
Action Technology Co,Plainlist
Action Technology Co,Electronics  Home Appliances
Aclara Technologies Llc,Electrical And Electronic Products
Aclara Technologies Llc,Lighting <Br/> Power Systems <Br/> Oil And Gas
Acer Labs Inc,Semiconductor Industry
Acer Labs Inc,Semiconductor (Fabless)
Acer Incorporated,Electronics Industry
Acer Incorporated,Electronics
Acer Inc,Electronics Industry
Acer Inc,Electronics
Accton Technology Corp,Electronics Industry
Accton Technology Corp,Electronics
Accenture Llp,Unbulleted List
Accenture Llp,Accounting
Accenture Llp,Auditing
Accenture Llp,Consultant
Accenture Llp,Consulting
Accenture Llp,Professional Services
Accenture Llp,Tax Advisor
Accenture Llp,Tax Advising
Accenture Global Solutions Ltd,Unbulleted List
Accenture Global Solutions Ltd,Professional Services
Accenture Global Solutions Ltd,Information Technology
Accenture Global Solutions Ltd,Management Consulting
Accenture Global Solutions Ltd,Consulting
Accenture Global Services Ltd,Unbulleted List
Accenture Global Services Ltd,Professional Services
Accenture Global Services Ltd,Information Technology
Accenture Global Services Ltd,Management Consulting
Accenture Global Services Ltd,Consulting
Accel Robotics Corp,Venture Capital
Acal Energy Ltd,Electronics Industry
Acal Energy Ltd,Electronics
Ablynx Nv,Biotechnology
Abitibi-Price Inc,Pulp And Paper
Abitibi-Price Inc,Wood Products
Abgenomics Corp,Research And Development
Abbott Point Of Care Inc,Unbulleted List
Abbott Point Of Care Inc,Healthcare Industry
Abbott Point Of Care Inc,Health Care
Abbott Point Of Care Inc,Medical Devices
Abbott Point Of Care Inc,Pharmaceutical Industry
Abbott Point Of Care Inc,Pharmaceutical
Abbott Point Of Care Inc.,Unbulleted List
Abbott Point Of Care Inc.,Healthcare Industry
Abbott Point Of Care Inc.,Health Care
Abbott Point Of Care Inc.,Medical Devices
Abbott Point Of Care Inc.,Pharmaceutical Industry
Abbott Point Of Care Inc.,Pharmaceutical
Abbott Laboratories,Unbulleted List
Abbott Laboratories,Healthcare Industry
Abbott Laboratories,Health Care
Abbott Laboratories,Medical Devices
Abbott Laboratories,Pharmaceutical Industry
Abbott Laboratories,Pharmaceutical
Abbott Gmbh & Co Kg,Packaging Materials Manufacturer
Abbott Diabetes Care Inc.,Unbulleted List
Abbott Diabetes Care Inc.,Healthcare Industry
Abbott Diabetes Care Inc.,Health Care
Abbott Diabetes Care Inc.,Medical Devices
Abbott Diabetes Care Inc.,Pharmaceutical Industry
Abbott Diabetes Care Inc.,Pharmaceutical
Abbott Cardiovascular Systems Inc,Unbulleted List
Abbott Cardiovascular Systems Inc,Healthcare Industry
Abbott Cardiovascular Systems Inc,Health Care
Abbott Cardiovascular Systems Inc,Medical Devices
Abbott Cardiovascular Systems Inc,Pharmaceutical Industry
Abbott Cardiovascular Systems Inc,Pharmaceutical
Abbott Biotech Ltd,Biopharmaceutical
Abb Schweiz Ag,Electrical Equipment
Aastrom Biosciences Inc,Biotechnology
Aai Corporation,Aerospace Industry Defence Industry
Axess Europe Sa,Software Industry
Avx Corp,Electronics
Avtech Corp,Video Surveillance
Auxel,Electronics
August Bilstein Gmbh And Co Kg,Conglomerate (Company)
August Bilstein Gmbh And Co Kg,Conglomerate
Ati Properties Llc,Unbulleted List
Ati Properties Llc,Semiconductors
Ati Properties Llc,Artificial Intelligence
Ati Properties Llc,Gpus
Ati Properties Llc,Graphics Cards
Ati Properties Llc,Consumer Electronics
Ati Properties Llc,Video Game Industry
Ati Properties Llc,Video Games
Ati Properties Llc,Computer Hardware
Atec Co Ltd,Conglomerate (Company)
Atec Co Ltd,Conglomerate
At&T Technical Services Co Inc,Unbulleted List
At&T Technical Services Co Inc,Telecommunications Industry
At&T Technical Services Co Inc,Telecommunications
At&T Technical Services Co Inc,Technology Company
At&T Technical Services Co Inc,Technology
At&T Mobility Ii Llc,Telecommunications
At&T Digital Life Inc,Home Security Home Automation
At&T Corp,Unbulleted List
At&T Corp,Telecommunications Industry
At&T Corp,Telecommunications
At&T Corp,Technology Company
At&T Corp,Technology
Asustek Computer Inc,Computer Hardware
Asustek Computer Inc,Electronics
Asustek Computer Inc,Networking Hardware
Arm Ltd,Semiconductors
Ark Network Security Solutions Llc,Voip
Ark Network Security Solutions Llc,Pc Gaming Communities
Ark Network Security Solutions Llc,E-Sports
Argon St,Defense (Military)
Argon St,Defense
Applied Coatings Technology Inc,Semiconductors
Ao Kaspersky Lab,Computer Software
Amx Automation Technologies Gmbh,Plainlist
Amx Automation Technologies Gmbh,Electronics Industry
Amx Automation Technologies Gmbh,Electronics  Semiconductor Industry
Amx Automation Technologies Gmbh,Semiconductors  Information Technology  Artificial Intelligence  Automation  Home Appliances  Medical Devices  Internet Of Things  Robotics
Amp Inc,Electronics Industry
American Action Inc A Corp Of,Health Care
Alloy Steel Australia Int Pty Ltd,Automotive Industry
Alloy Steel Australia Int Pty Ltd,Automotive
Allied Prod Corp,E-Commerce
Allied Prod Corp,Retail
Alan Cobham Engineering Ltd,Aerospace
Alan Cobham Engineering Ltd,Defense (Military)
Alan Cobham Engineering Ltd,Defence
Ai Inc,Software And Services
Afx Tech Group International Inc,Automotive Industry
Afx Tech Group International Inc,Automotive
Aerospace Optics Inc,Aerospace Manufacturer
Aerospace Optics Inc,Aerospace And Defense Industry
Aerospace Optics Inc,Defense
Aeritalia Spa,Ubl
Aeritalia Spa,Aerospace Industry
Aeritalia Spa,Arms Industry
Aeritalia Spa,Defence Industry
Aeritalia Spa,Space Industry
Ael Defense Corp,Defence Electronics
Aecom Canada Ltd.,Unbulleted List
Aecom Canada Ltd.,Architecture
Aecom Canada Ltd.,Urban Planning
Aecom Canada Ltd.,Engineering
Aecom Canada Ltd.,Construction
Aec-Able Engineering Co Inc,Ubl
Aec-Able Engineering Co Inc,Software
Aec-Able Engineering Co Inc,Media & Entertainment
Aec-Able Engineering Co Inc,Manufacturing & Industrial
Aec-Able Engineering Co Inc,Bioscience
Abb Technology Oy,Electrical Equipment
Abb Technology Ag,Electrical Equipment
Abb Schweiz Holding Ag,Electrical Equipment
Abb Research Ltd Switzerland,Electrical Equipment
Abb Power Grids Switzerland Ag,Electrical Equipment
Abb Combustion Services Ltd,Electrical Equipment
Aai Corp,Aerospace Industry Defence Industry
A9 Com Inc,Communications
A10 Networks Inc,Computer Networking
5N Plus Inc,Refining
5N Plus Inc,Recycling
4Raytheon Company,Aerospace Manufacturer
4Raytheon Company,Aerospace And Defense Contractor
4Raytheon Company,Defense
41St Parameter Inc,Business Services
3Si Security Systems Inc,Networking Equipment
